type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
judgment,"<span class=""font0"">紧耦合</span><span class=""font1"">系统通常是基于消息的系统，此时客户和远程服务并不知道对方是如何实现的。</span>",B,,1,正确,错误,,,
judgment,弹性架构的设计要从多个层面进行，其中数据层的弹性采用关系型数据库集群的弹性设计和NoSQL数据的弹性设计。,A,,1,正确,错误,,,
judgment,对象存储服务可大规模在线扩展，不影响对外业务：多副本和纠删码冗余，可根据对象的重要程度选择不同的冗余方式,A,,1,正确,错误,,,
judgment,天翼云远程医疗解决方案的架构特点有部署灵活、体验优异、专业定制和互联互通。,A,,1,正确,错误,,,
judgment,分布式消息服务DMS，是一项基于高可用分布式集群技术的消息中间件服务，提供了可靠且可扩展的托管消息队列，用于收发消息和存储消息,A,,1,正确,错误,,,
judgment,天翼云分布式缓存数据库DCS仅提供主备实例类型，支持自动容灾切换、扩容、数据备分实例监控等数据库服务,B,,1,正确,错误,,,
judgment,在天翼云云硬盘主要是进行文件存储，天翼云云硬盘是一种基于分布式架构的、可弹性扩展的文件级存储设备。,B,,1,正确,错误,,,
judgment,存储高性能中的读写分离架构下，主从同步需要时间，特别是在网络状况差的情况下，耗时能到秒级别。,B,,1,正确,错误,,,
judgment,天翼云弹性负载均衡中，如果打开保持会话，针对7层(HTTP)服务，会提供基于IP地址的会话保持。,B,,1,正确,错误,,,
judgment,应用层高可用设计主要处理的是业务逻辑，最显著特点就是应用有状态性。在应用层设计中，需要解决的问题是应用服务器宕机、应用服务BUG,B,,1,正确,错误,,,
judgment,天翼云弹性云主机中，添加了1.5T数据盘，可以用MBR分区管理的方式进行管理。,A,,1,正确,错误,,,
judgment,基于IPSAN的远程数据灾备技术是指利用基于SAN的互联协议，将主数据中心SAN中的信息通过现有的TCPIP网络，远程复制到备援中心SAN中,A,,1,正确,错误,,,
judgment,在天翼云中可以使用数据库复制服务DRS实现数据库的同步和数据的迁移，DRS不支持不同区域间数据同步,B,,1,正确,错误,,,
judgment,用户数据上云迁移需要选择合适的上云迁移策略，其中re-flatform重新托管，也称为&ldquo;直接迁移&rdquo;：即对应用程序巡行环境不做改变的情况下迁移上云,B,,1,正确,错误,,,
judgment,天翼云分布式消息服务是一项基于分布式集群技术的消息中间件服务，具有高可靠、高并发、低时延、海量消息堆积的能力特点,A,,1,正确,错误,,,
judgment,天翼云HPC解决方案的重点产品有：物理机+GPIJ云主机+对象存储O0S+云安全+云监控CES+云专线CDA。,A,,1,正确,错误,,,
judgment,天翼云kafka能够做到流处理，如股市分析走向、气象数据测控、网站用户行为分析等，这些领域中数据产生快、实时性强、数据量大、很难统一采集并入库存储后再做处理,A,,1,正确,错误,,,
judgment,天翼云关系型数据库RDS的主备实例采用一主一备的双机热备架构，故障系统1分钟自动切换。,A,,1,正确,错误,,,
judgment,天翼云弹性云主机具有快速开通的优势，指的是无论是一台还是百台，均可实现秒级开通使用,B,,1,正确,错误,,,
judgment,服务器迁移功能中的复制技术是基于磁盘块级的数据复制，需要对卷进行改造,B,,1,正确,错误,,,
judgment,在数据层高可用设计中，结构化数据高可用可以通过天翼云关系型数据库和分布式缓存数据库来实现。,A,,1,正确,错误,,,
judgment,异地多活数据中心与传统的灾备设计的主要区别在于&ldquo;多活&rdquo;，即所有站点都是同时在对外提供服务,A,,1,正确,错误,,,
judgment,天翼云的弹性伸缩服务只能支持非负载均衡场景下的弹性伸缩服务。,B,,1,正确,错误,,,
judgment,在天翼云中通过存储快照技术，将云硬盘数据备份到对象存储。,A,,1,正确,错误,,,
judgment,ECS灾备设计包含快照备份、快照回滚、镜像备份、镜像恢复、健康检查等内容,B,,1,正确,错误,,,
judgment,天翼云中Anti-DDoS流量清洗服务提供四到七层的DDoS攻击防护，包括CC、SYN Flood，UDP Flood等所有DDos攻击方式。,A,,1,正确,错误,,,
judgment,云监控主要功能包括:监控概览、云主机监控、云服务监控、数据可视化、支持查看和导出监控数据、支持告警管理。,A,,1,正确,错误,,,
judgment,消息中间件的使用：即将异步转为同步，通过同步来实现解耦,B,,1,正确,错误,,,
judgment,RMAN提供了一个备份资料库保存备份的详细信息，跨平台的RMAN命令既支持交互式调用，也支持脚本式调用，其目的是保护备份并且最大限度地降低备份和恢复操作中发生人为错误的可能性。,A,,1,正确,错误,,,
judgment,天翼云弹性IP(ElasticIP，CT-EIP)功能中，IPv4和IPV6分别使用不同的带宽资源，当使用IPv4后又需要使用IPv6时，需要额外申请IPv6带宽,B,,1,正确,错误,,,
judgment,天翼云弹性IP(ElasticIP，CT-EIP)功能中，IPv4和IPV6分别使用不同的带宽资源，当使用IPv4后又需要使用IPv6时，需要额外申请IPv6带宽,B,,1,正确,错误,,,
judgment,天翼云的弹性伸缩服务必须结合负载均衡进行使用，弹性伸缩服务可以自动替换不健康的实例。,B,,1,正确,错误,,,
judgment,DDos攻击可能会导致目标服务器的瘫痪，无法提供正常访问服务，用户可以根据业务模型配置流量参数阈值，可以监控攻防状态，实时保证业务安全运行。,A,,1,正确,错误,,,
judgment,Re.Purchase 重新构建，是指改变应用的架构和开发模式，进行云原生的应用服务体现，例如单体应用向微服务架构改造。,B,,1,正确,错误,,,
judgment,随着业务越来越复杂，对数据存储和检索的需求也越来越复杂，系统需要采用分布式文件系统和分布式数据库技术来解决相关问题。,B,,1,正确,错误,,,
judgment,崩溃一致性备份是基于多个云硬盘的一致性快照技术，实现天翼云云服务器的崩溃一致性备份，这种备份方式同时会备份内存中的数据,B,,1,正确,错误,,,
judgment,天翼云中提供了丰富的CDN产品以满足资源加速的需求，前端用户请求通过CDN服务响应，CDN主要用来做服务加速，对于可以满足的响应直接使用CDN解决，无法满足的请求转发给后端服务器。,A,,1,正确,错误,,,
judgment,计算高可用架构可通过增加更多的服务器的方法来搭建，计算高可用架构分为主备、主从、对称集群、非对称集群。,A,,1,正确,错误,,,
judgment,云原生是一种构建和运行应用程序的方法，是一套技术体系和方法论，原生为云而设计，在云上以最佳姿势运行，充分利用和发挥云平台的弹性以及分布式优势。,A,,1,正确,错误,,,
judgment,上云迁移策略的主要目标是为应用程序和数据顺利运行提供一个良好的场所。,A,,1,正确,错误,,,
judgment,弹性负载均衡支持用户自定义健康检查方式和频率，负载均衡根据预设的健康检查规则定时检查后的云主机是否正常运行，一旦检测到云主机为非健康状态，则不会将访问流量分派到这些非健康云主机实例。,A,,1,正确,错误,,,
judgment,天翼云的弹性伸缩服务仅支持负载均衡场景下的弹性伸缩服务，自动替换不健康实例。,B,,1,正确,错误,,,
judgment,天翼云弹性负载均衡支持TCP、UDP协议的四层负载均衡和HTTP协议的七层负载均衡（HTTP协议、HTTPS协议）,A,,1,正确,错误,,,
judgment,在天翼云NAT网关服务中，NAT网关的规格会影响SNAT功能的数据吞吐量。,B,,1,正确,错误,,,
judgment,天翼云NAT网关能够为虚拟私有云内的计算实例提供网络地址转换，多个弹性云主机可以共享使用弹性IP访问Internet或使用多个弹性云主机提供互联网服务。,A,,1,正确,错误,,,
judgment,天翼云EIP可以灵活的绑定至弹性云主机实例，但是不支持解绑操作，绑定EIP之前一定要做好规划工作。,B,,1,正确,错误,,,
judgment,云原生是以应用为中心的开发模式，烦琐的软件安装通过自动化的模式来完成，保证了软件环境一致性，减少系统依赖的风险。,A,,1,正确,错误,,,
judgment,云监控服务面向云主机、云硬盘、RDS等产品提供监控服务，实现性能监控指标、自动告警、历史信息查询等功能。,A,,1,正确,错误,,,
judgment,数据库复制（CT-DRS，Data Replication Service）是为上云用户提供的一种易用、稳定、高效、用于数据库在线迁移的云服务，可解决多场景下数据库之间数据流通问题，满足数据传输业务需求，同时减少数据传输成本。,A,,1,正确,错误,,,
judgment,对象存储服务可大规模在线扩展，不影对外业务：支持多副本和纠删码冗余,A,,1,正确,错误,,,
judgment,GPU适用于虚拟化环节下运行的图形渲染、工程制图等应用场景。,A,,1,正确,错误,,,
judgment,天翼云中创建资源需要选择合适的区域和可用区，同一个区域内的不同可用区之间使用低速公网进行相连。,B,,1,正确,错误,,,
judgment,在存储高可用架构中最常见的架构有主备、主从、双主、集群（数据集中集群和数据分散集群），分区。,A,,1,正确,错误,,,
judgment,高可用架构可以有效提高业务的可用性和性能，可用性计算公式是：可用性=平均故障间隔/（平均故障间隔+平均修复时间）。,A,,1,正确,错误,,,
judgment,在数据库离线迁移模式中，可以将热数据下线并迁移到目标端。,B,,1,正确,错误,,,
judgment,天翼云混合云自助式容灾服务提供准应用级热备容灾服务，支持逻辑隔离模式的容灾中心，不支持物理隔离模式。,B,,1,正确,错误,,,
judgment,Web应用防火墙是天翼云推出的一个安全产品，Web防火墙是基于IP和端口做策略，可以解决Web应用的SQL注入、XSS、命令代码注入、恶意爬虫扫描等威胁,A,,1,正确,错误,,,
judgment,天翼云的弹性负载均衡，服务本身有冗余设计，不会出现单点故障。但是不会自动剔除不健康云主机。,B,,1,正确,错误,,,
judgment,云原生架构的典型技术特征包括采用轻量级的容器、设计为松散耦合的微服务、通过WEB进行交互协作、使用最佳语言和框架开发和通过DevOps流程进行管理。,B,,1,正确,错误,,,
